,Season,Episode,Speaker,Line,date_job
155,4.0,3.0,Big,"Loosen up, baby, we're below 14th Street.",
156,4.0,3.0,Carrie,"Okay, baby.",
157,4.0,3.0,Carrie,"There I was, inches away from my ex-boyfriend friend, whatever lusting after a bass player.",
158,4.0,3.0,Big,You want another drink? - Do you want another drink?,
159,4.0,3.0,Carrie,- Yeah.,
160,4.0,3.0,,Thank you very much.,
161,4.0,3.0,,We're gonna take a short break.,
162,4.0,3.0,,"When we come back, if you're nice we'll play another set or two.",
163,4.0,3.0,Carrie,"Apparently, everyone in the universe wanted me to define my relationship with Big.",
164,4.0,3.0,Big,- What do you think? ,
165,4.0,3.0,Carrie,"- I like it, baby.",
166,4.0,3.0,Big,"Didn't think I had that groovy jazz club in me, did you? ",
167,4.0,3.0,Carrie,No.,
168,4.0,3.0,Big,"Hey, man, you were really great.",
169,4.0,3.0,Ray,"Not great, I'm just trying to keep up.",
170,4.0,3.0,Carrie,- You were great.,
171,4.0,3.0,Ray,- You know jazz? ,
172,4.0,3.0,Carrie,No.,
173,4.0,3.0,Big,Can I buy you a drink? ,
174,4.0,3.0,Ray,"No, I own the place.",
175,4.0,3.0,Ray,It's the only way they'll let me play.,
176,4.0,3.0,Ray,I can't keep a beat.,
177,4.0,3.0,Ray,At least I can drink for free.,
178,4.0,3.0,Ray,Ray King.,
179,4.0,3.0,Carrie,"Hi, I'm Carrie Bradshaw.",
180,4.0,3.0,Carrie,Jazz neophyte.,
181,4.0,3.0,Carrie,"- Sorry, this is ",
182,4.0,3.0,Carrie,- You're running low.,
183,4.0,3.0,Ray,"Joey, Glenlivet.",
184,4.0,3.0,Joey,Coming right up.,
185,4.0,3.0,Carrie,- So you own this place? ,
186,4.0,3.0,Ray,- I do.,
187,4.0,3.0,Ray,"I own this, one uptown.",
188,4.0,3.0,Ray,Hell of a lot of mortgages.,
189,4.0,3.0,Bartender ,"Cointreau on ice, white wine ",
190,4.0,3.0,Carrie,"Jeez, I gotta go.",
191,4.0,3.0,Ray,- Heading uptown? ,
192,4.0,3.0,Carrie,- I am.,
193,4.0,3.0,Ray,You need a ride? ,
194,4.0,3.0,Carrie,- That'd be great.,
195,4.0,3.0,Big,- I'll call my car.,
196,4.0,3.0,Ray,This time? Cabs are lined up outside.,
197,4.0,3.0,Carrie,So then we'll take a cab.,
198,4.0,3.0,Big,"Okay, we'll take a cab.",
199,4.0,3.0,Carrie,Okay.,
200,4.0,3.0,Carrie,You sure your bass is gonna be okay? ,
201,4.0,3.0,Ray,"Yeah, sleeps at the club all the time.",
202,4.0,3.0,Ray,Sometimes it even hooks up with the snare drum.,
203,4.0,3.0,Big,Cabs are bullshit.,
204,4.0,3.0,Ray,"Listen, can I get your number? ",
205,4.0,3.0,Carrie,Yeah.,
206,4.0,3.0,Carrie,"Sure, let me just I'm a writer with no pen.",
207,4.0,3.0,Carrie,- Thank you.,
208,4.0,3.0,Big,- No problem.,
209,4.0,3.0,Big,- 6-7-3-9.,
210,4.0,3.0,Carrie,- I know.,
211,4.0,3.0,Carrie,This is me.,
212,4.0,3.0,Carrie,Thank you.,
213,4.0,3.0,Ray,Nice to meet you.,
214,4.0,3.0,Carrie,Nice to meet you.,
215,4.0,3.0,Carrie,Bye.,
216,4.0,3.0,Carrie,What are you doing? ,
217,4.0,3.0,Big,What do you mean? ,
218,4.0,3.0,Carrie,You know what I mean.,
219,4.0,3.0,Carrie,Now he's gonna think we're together.,
220,4.0,3.0,Big,"What, you like the porkpie hat? ",
221,4.0,3.0,Carrie,- That's not the point.,
222,4.0,3.0,Big,"- I'll tell you, he had some breath on him.",
223,4.0,3.0,Carrie,- His breath was fine.,
224,4.0,3.0,Big,- Are you kidding? It was like he had a bad burger with B.B. King in '75.,
225,4.0,3.0,Carrie,All right.,
226,4.0,3.0,Carrie,We gotta figure out what we're doing here.,
227,4.0,3.0,Big,- What are we doing? ,
228,4.0,3.0,Carrie,- What are we? ,
229,4.0,3.0,Big,"We're friends, how's that? ",
230,4.0,3.0,Carrie,What kind of friends?,
231,4.0,3.0,Big,Friends who listen to jazz friends who eat pizza.,
232,4.0,3.0,Big,Friends who ,
233,4.0,3.0,Carrie,There will be no,
234,4.0,3.0,Big, Carrie likes her jazz man.,
235,4.0,3.0,Big,Jazz.,
236,4.0,3.0,Carrie,All right.,
237,4.0,3.0,Carrie,"That's it, I'm going upstairs.",
238,4.0,3.0,Big,- Suit yourself.,
239,4.0,3.0,Carrie,- I have to go to sleep.,
240,4.0,3.0,Big,Nighty night.,
241,4.0,3.0,Carrie,But I couldn't sleep.,
242,4.0,3.0,Carrie,My bizarre ménage-à-taxi was haunting me.,
243,4.0,3.0,Carrie,Hello? ,
244,4.0,3.0,Ray,"You know, when I hear that song, I think of you.",
245,4.0,3.0,Ray,"I don't even know you, how fucked up is that? ",
246,4.0,3.0,Carrie,That's good.,
247,4.0,3.0,Carrie,Can you hang on a second?,
248,4.0,3.0,Ray,Yeah.,
249,4.0,3.0,Carrie,Okay.,
250,4.0,3.0,Carrie,- Hello? ,
251,4.0,3.0,Big,- What are you doing?,
252,4.0,3.0,Carrie, I can't talk right now.,
253,4.0,3.0,Big,You're on the other line? ,
254,4.0,3.0,Carrie,- I am.,
255,4.0,3.0,Big,- Porkpie?,
256,4.0,3.0,Carrie," Look, I gotta go.",
257,4.0,3.0,Big,- Tell him he needs mints.,
258,4.0,3.0,Carrie,- I'm hanging up.,
259,4.0,3.0,Big,Carrie likes a jazz musician.,x
260,4.0,3.0,Carrie,Sorry.,
261,4.0,3.0,Ray,No problem.,
262,4.0,3.0,Ray,"Listen, I'd like to take you out on Saturday night.",
263,4.0,3.0,Ray,I promise you won't have to listen to me play.,
264,4.0,3.0,Carrie,"Okay, I'd like that.",
265,4.0,3.0,Ray,Great.,
266,4.0,3.0,Ray,Don't bring the angry guy.,
267,4.0,3.0,Carrie,He's not so bad.,
268,4.0,3.0,Ray,- See you.,
269,4.0,3.0,Carrie,- Okay.,
270,4.0,3.0,Carrie,- What do you want? ,
271,4.0,3.0,Big,- What do you see in that guy? ,
272,4.0,3.0,Carrie,He knows when to say good-bye.,
273,4.0,3.0,Carrie,"The next morning, Miranda decided I might have been right.",
274,4.0,3.0,Carrie,Maybe she was Ms.,
275,4.0,3.0,Carrie,Boundaries.,
276,4.0,3.0,Carrie,If she wanted a decent relationship she couldn't throw the boy out with the toilet water.,
277,4.0,3.0,Carrie,She would have to let down her boundaries.,
278,4.0,3.0,Carrie,And there was no better time than the present.,
279,4.0,3.0,Miranda,"Hi, you scared me.",
280,4.0,3.0,Doug,You got any bagels? ,
281,4.0,3.0,Miranda,- Top of the fridge.,
282,4.0,3.0,Doug,- Cool.,
283,4.0,3.0,Doug,- What about filters? ,
284,4.0,3.0,Miranda,- Above the coffee maker! ,
285,4.0,3.0,Carrie,While Miranda tried to do her business Samantha helped Maria with hers.,
286,4.0,3.0,Samantha,- Am I doing this right? ,
287,4.0,3.0,Maria,"- Don't think, just do it.",
288,4.0,3.0,Maria,"You know, painting is like eating, like sex.",
289,4.0,3.0,Samantha,I can do that.,
290,4.0,3.0,Samantha,"You know, I came to buy art, not make it.",
291,4.0,3.0,Maria,This is a Brazilian thing.,
292,4.0,3.0,Maria,Everyone that crosses my door has to help.,
293,4.0,3.0,Maria,"But you have a choice, really.",
294,4.0,3.0,Maria,You can make a painting or you can do my laundry.,
295,4.0,3.0,Samantha,Not gonna happen.,
296,4.0,3.0,Maria,"- You're buying one of my paintings, right? ",
297,4.0,3.0,Samantha,- You're buying my next manicure.,
298,4.0,3.0,Maria,I'm sorry.,
299,4.0,3.0,Samantha,Do we Do we need to talk about this? ,
300,4.0,3.0,Maria,Do we? ,
301,4.0,3.0,Samantha,"I've done the girl thing once, twice usually involving a guy and a couple of Quaaludes.",
302,4.0,3.0,Samantha,"It was nice, really.",
303,4.0,3.0,Samantha,And really nice for the guy.,
304,4.0,3.0,Samantha,But I'm not a relationship person.,
305,4.0,3.0,Samantha,And you're really something.,
306,4.0,3.0,Samantha,Could we be friends? ,
307,4.0,3.0,Maria,It depends.,
308,4.0,3.0,Maria,"In my language, ""friends"" translates to a person with a warm heart that buys a lot of my art.",
309,4.0,3.0,Samantha,"What's Portuguese for ""working it""? ",
310,4.0,3.0,Maria,Working it.,
311,4.0,3.0,Carrie,"The next day, I found the perfect color on me.",
312,4.0,3.0,Carrie,And something else on Charlotte.,
313,4.0,3.0,Carrie,"Excuse me, but is that a hickey?",
314,4.0,3.0,Samantha,- Let me see.,
315,4.0,3.0,Carrie,"- Oh, my God, I don't That's so retro.",
316,4.0,3.0,Charlotte,Trey and I made out in the movies.,
317,4.0,3.0,Miranda,"No, that is retro.",
318,4.0,3.0,Charlotte,That's not all we did.,
319,4.0,3.0,Charlotte,"Right in the middle of the movie, I gave him a blow job.",
320,4.0,3.0,Charlotte,In the theater.,
321,4.0,3.0,Carrie,"- Crouching Charlotte, Hidden Hummer.",
322,4.0,3.0,Charlotte,- You guys were right.,
323,4.0,3.0,Charlotte,"Once I stopped defining everything, I realized how great we have it.",
324,4.0,3.0,Samantha,"Congratulations, sweetie.",
325,4.0,3.0,Samantha,"It sounds like you got a nice, healthy relationship.",
326,4.0,3.0,Carrie,Charlotte realized if Samantha defined her relationship as healthy she had one sick relationship on her hands.,
327,4.0,3.0,Carrie,"The next day, as Trey looked for action Charlotte went looking for answers.",
328,4.0,3.0,Charlotte,"Please, not here.",
329,4.0,3.0,Trey,- Should we go to a movie? ,
330,4.0,3.0,Charlotte,- No! We're five blocks from your place.,
331,4.0,3.0,Charlotte,We'll just wait and we'll get in our old bed and we'll really make love like man and wife.,
332,4.0,3.0,Trey,I don't want to wait.,
333,4.0,3.0,Charlotte,Why can't we wait? It's five stupid blocks.,
334,4.0,3.0,Charlotte,"What is wrong with us? Are you so scared that if we go back to a bed, you'll have the same problems again? ",
335,4.0,3.0,Trey,Please. Let's not discuss this in front of the driver.,
336,4.0,3.0,Charlotte,You just wanted to have sex in front of him.,
337,4.0,3.0,Carrie,And just like that Charlotte slammed the door on her and Trey.,
338,4.0,3.0,Charlotte,- Hello.,
339,4.0,3.0,Trey,- It's me.,
340,4.0,3.0,Trey,"So if we were to, say make love in my bed could we still do it in a taxi? ",
341,4.0,3.0,Charlotte,We'll see.,
342,4.0,3.0,Trey,"All right then, call you tomorrow.",
343,4.0,3.0,Carrie,"Evidently, when Charlotte closed the taxi door she opened a whole new window.",
344,4.0,3.0,Carrie,"The next morning, Miranda got up early to pee in peace and make Doug coffee.",
345,4.0,3.0,Doug,Smells great.,
346,4.0,3.0,Miranda,It's the cinnamon I add to the ,
347,4.0,3.0,Carrie,"Apparently, when Miranda left the door open for peeing she opened the door for everything else.",
348,4.0,3.0,Doug,Sometimes I like to add a pinch of nutmeg to my coffee it takes a lot of the ,
349,4.0,3.0,Carrie,Maybe it was narrow-minded.,
350,4.0,3.0,Carrie,"But for Miranda, an open-door dump was definitely worth dumping someone over.",
351,4.0,3.0,Carrie,"That's the thing about New York, everyone's always going.",
352,4.0,3.0,Carrie,"Tonight, it was to the opening of Tao.",
353,4.0,3.0,Carrie,Ray's and my first date.,
354,4.0,3.0,Carrie,Everyone was there everyone.,
355,4.0,3.0,Carrie,"So, what? This is the only restaurant in New York opening tonight? ",
356,4.0,3.0,Big,The Burger King on Ninth Avenue had a line around the block.,
357,4.0,3.0,Carrie,You remember ,
358,4.0,3.0,Big,Yeah.,
359,4.0,3.0,Ray,"Hey, man.",
360,4.0,3.0,Big,How are you? This is Sha.,
361,4.0,3.0,Carrie,Sha? ,
362,4.0,3.0,Shay,"The ""Y"" is silent.",
363,4.0,3.0,Samantha,Thank God you're finally here.,
364,4.0,3.0,Samantha,"I got the last table, let's go.",
365,4.0,3.0,Shay,Okay.,
366,4.0,3.0,Carrie,"There we were, me, my ex the jazz guy, the model the lesbian, and her friend Samantha.",
367,4.0,3.0,Carrie,Sha? ,
368,4.0,3.0,Big,She's a supermodel.,
369,4.0,3.0,Carrie,Super for you.,
370,4.0,3.0,Big,- Think we'll ever get our Mee Krob? ,
371,4.0,3.0,Maria,- I love Mee Krob.,
372,4.0,3.0,Maria,It's their specialty here.,
373,4.0,3.0,Carrie,Is there any more wine in there? ,
374,4.0,3.0,Carrie,Thanks.,
375,4.0,3.0,Ray,I'll be back.,
376,4.0,3.0,Carrie,Stop.,
377,4.0,3.0,Ray,"Look at me, I grabbed some Mee Krob.",
378,4.0,3.0,Carrie,Mee-Krob-a-licious.,
379,4.0,3.0,Carrie,How'd you get this? ,
380,4.0,3.0,Ray,Turns out the chef worked at one of my clubs.,
381,4.0,3.0,Carrie,You know all the right people.,
382,4.0,3.0,Ray,I got the in on the noodles.,
383,4.0,3.0,Ray,"If it's okay with you, I'm gonna camp out here for a while.",
384,4.0,3.0,Carrie,It's okay by me.,
385,4.0,3.0,Ray,That table is bad.,
386,4.0,3.0,Carrie,"Yeah, man.",
387,4.0,3.0,Big,Good thing we weren't fucking hungry.,
388,4.0,3.0,Shay,I'm gonna go to the bathroom.,
389,4.0,3.0,Big,"Turn right at the Buddha, honey.",
390,4.0,3.0,Samantha,"Just to, you know, get things straight you and Carrie are just friends now, right? You're available?",
391,4.0,3.0,Big,"Yes, ma'am.",
392,4.0,3.0,Samantha,So if you're just friends what exactly do you think you're doing? Because that girl might come off like she's all strong and over it but she's fragile and she's my best friend.,
393,4.0,3.0,Samantha,So I suggest you back off.,
394,4.0,3.0,Big,Can't we all just get along? ,
395,4.0,3.0,Samantha,Excuse me.,
396,4.0,3.0,Maria,- You okay? ,
397,4.0,3.0,Samantha,"- I'm fine, I'm sorry.",
398,4.0,3.0,Samantha,That guy's not good for her.,
399,4.0,3.0,Maria,"Look, I'm gonna go.",
400,4.0,3.0,Samantha,Don't go.,
401,4.0,3.0,Samantha,We can get another table.,
402,4.0,3.0,Maria,I lied.,
403,4.0,3.0,Maria,I can't just be your friend.,
404,4.0,3.0,Maria,What I saw back there You were magnificent.,
405,4.0,3.0,Maria,And how do you say that You kick ass.,
406,4.0,3.0,Maria,And I see where this is going and you don't do relationships.,
407,4.0,3.0,Maria,It would be very bad for me.,
408,4.0,3.0,Samantha,So we can't even be friends? ,
409,4.0,3.0,Maria,I'm gonna go in here and you go back there. And you're really something.,
410,4.0,3.0,Carrie,Right then and there Samantha decided to let down her boundaries and opened herself up to the possibility of a relationship with a woman.,
411,4.0,3.0,Carrie,And in a different bathroom ,
412,4.0,3.0,Carrie,- I'm sorry.,
413,4.0,3.0,Shay,- It's okay.,
414,4.0,3.0,Shay,Come in.,
415,4.0,3.0,Shay,- Want some? ,
416,4.0,3.0,Carrie,"- No, all set, thanks.",
417,4.0,3.0,Carrie,Okay.,
418,4.0,3.0,Shay,"You can go, it's okay.",
419,4.0,3.0,Carrie,I don't really have to go.,
420,4.0,3.0,Shay,Thank God.,
421,4.0,3.0,Shay,He talks about you.,
422,4.0,3.0,Carrie,Oh? ,
423,4.0,3.0,Shay,Did you two used to date or something?,
424,4.0,3.0,Carrie,Something like that.,
425,4.0,3.0,Carrie,"Okay, I'm gonna My date's waiting for me.",
426,4.0,3.0,Shay,Okay.,
427,4.0,3.0,Carrie,Sorry.,
428,4.0,3.0,Carrie,I couldn't avoid it.,
429,4.0,3.0,Carrie,"Everywhere I went, I was confronted by my Big relationship.",
430,4.0,3.0,Carrie,"I just left silent ""Y"" in the bathroom and P.S.",
431,4.0,3.0,Carrie,", apparently the '80s are back.",
432,4.0,3.0,Big,"Listen, we're gonna go.",
433,4.0,3.0,Carrie,"Okay, Ray and I were gonna go first.",
434,4.0,3.0,Big,- See you later.,
435,4.0,3.0,Carrie,- Okay.,
436,4.0,3.0,Ray,You know what I love about this city? Everything can sound like a jazz riff.,
437,4.0,3.0,Ray,Like that garbage truck is ,
438,4.0,3.0,Carrie,Really? 'Cause I get more of a Like a I don't know.,
439,4.0,3.0,Ray,"You really don't know jazz, do you? ",
440,4.0,3.0,Carrie,"I just scatted on my first date, man, give me some credit.",
441,4.0,3.0,Carrie,"Somewhere between the Mee Krob and the model, I was dating again.",
442,4.0,3.0,Carrie,It was nice.,
443,4.0,3.0,Carrie,This is me.,
444,4.0,3.0,Ray,You know what you are? You're,
445,4.0,3.0,Carrie," Do-do-do, right back at you. With every second of our kiss it was becoming clearer I really liked this guy.",
446,4.0,3.0,Carrie,So maybe that's it.,
447,4.0,3.0,Carrie,What ultimately defines a relationship is another relationship.,
448,4.0,3.0,,,
449,4.0,3.0,,,
450,4.0,3.0,,,
451,4.0,3.0,,,
452,4.0,3.0,,,
453,4.0,3.0,,,
454,4.0,3.0,,,
455,4.0,3.0,,,
456,4.0,3.0,,,
457,4.0,3.0,,,
458,4.0,3.0,,,
459,4.0,3.0,,,
460,4.0,3.0,,,
461,4.0,3.0,,,
462,4.0,3.0,,,
463,4.0,3.0,,,
464,4.0,3.0,,,
465,4.0,3.0,,,
466,4.0,3.0,,,
467,4.0,3.0,,,
468,4.0,3.0,,,
469,4.0,3.0,,,
470,4.0,3.0,,,
471,4.0,3.0,,,
472,4.0,3.0,,,
473,4.0,3.0,,,
474,4.0,3.0,,,
475,4.0,3.0,,,
476,4.0,3.0,,,
477,4.0,3.0,,,
478,4.0,3.0,,,
479,4.0,3.0,,,
480,4.0,3.0,,,
481,4.0,3.0,,,
482,4.0,3.0,,,
483,4.0,3.0,,,
484,4.0,3.0,,,
485,4.0,3.0,,,
486,4.0,3.0,,,
487,4.0,3.0,,,
488,4.0,3.0,,,
489,4.0,3.0,,,
490,4.0,3.0,,,
491,4.0,3.0,,,
0,4.0,4.0,Carrie,"New York City, no matter how well you think you know it there's always somewhere or someone new to discover.",
1,4.0,4.0,Carrie,"I was on my second date with Ray King, who lived in Queens but it felt like our second, third and fourth date because we'd been to three jazz clubs in one night.",
2,4.0,4.0,Ray,"I can't sing for shit, but damn, can I chop.",
3,4.0,4.0,Carrie,And where does one learn this skill? ,
4,4.0,4.0,Ray,- Jersey Shore.,
5,4.0,4.0,Carrie,- Is that where you're from?,
6,4.0,4.0,Ray, Listen.,
7,4.0,4.0,Ray,This lick right here is why I wanted to play the bass.,
8,4.0,4.0,Ray,Man.,
9,4.0,4.0,Ray,"How about that? Jesus, that's sweet.",
10,4.0,4.0,Ray,Listen to that again.,
11,4.0,4.0,Ray,How about that? ,
12,4.0,4.0,Carrie,This might be a good time to tell you I don't like jazz.,
13,4.0,4.0,Ray,Why would you say something like that? ,
14,4.0,4.0,Carrie,"I don't know, you can't follow it and there's no melody.",
15,4.0,4.0,Carrie,And it's just like It's all over the place.,
16,4.0,4.0,Ray,"Carrie, you gotta stop trying to make it be something else and appreciate it for what it is.",
17,4.0,4.0,Ray,"Damn, I wish I had my bass.",
18,4.0,4.0,Ray,"Come here, you be the bass.",
19,4.0,4.0,Carrie,Don't I have to be in the musician's union or something? You play all those instruments? ,
20,4.0,4.0,Ray,"""Play"" is a little strong.",
21,4.0,4.0,Ray,"I learn a few notes, I get bored, I move on.",
22,4.0,4.0,Ray,Listen to the bass.,
23,4.0,4.0,Ray,The beauty of jazz is that it can go anywhere.,
24,4.0,4.0,Ray,It can go from here to here to here ,
25,4.0,4.0,Carrie,It was right about that time that I started to appreciate a little type of music we call jazz.,
26,4.0,4.0,Miranda,So what did you do last night?,
27,4.0,4.0,Carrie,I listened to jazz.,
28,4.0,4.0,Charlotte,What is so funny about jazz? ,
29,4.0,4.0,Carrie,"Okay, here it is.",
30,4.0,4.0,Carrie,"Last night, with Ray I had the most intense orgasm of my entire life.",
31,4.0,4.0,Miranda,I did my laundry.,
32,4.0,4.0,Miranda,Continue.,
33,4.0,4.0,Carrie,"It doesn't make sense, I barely know him.",
34,4.0,4.0,Carrie,We've only been on two dates.,
35,4.0,4.0,Charlotte,And yet you had sex with him.,
36,4.0,4.0,Samantha,Can everyone please let Carrie talk about the sex? ,
37,4.0,4.0,Carrie,"The mind-blowing sex. Now I realize that this next statement makes me a bit of a freak, but I usually have to be in love with someone to have that kind of orgasm.",
38,4.0,4.0,Samantha,- You might want to see someone about that.,
39,4.0,4.0,Carrie,- What the hell is going on? ,
40,4.0,4.0,Charlotte,Maybe Ray is the one.,
41,4.0,4.0,Samantha,Your clitoris seems to think so.,
42,4.0,4.0,Carrie,It was probably just a fluke.,
43,4.0,4.0,Carrie,I'm going back tomorrow to find out.,
44,4.0,4.0,Miranda,"I, on the other hand, am on strike.",
45,4.0,4.0,Charlotte,What does that mean? ,
46,4.0,4.0,Miranda,It means I'm not having any more sex.,
47,4.0,4.0,Samantha,"That's not a strike, honey, that's a slump.",
48,4.0,4.0,Miranda,"No, it might have started as a slump, but I'm in control of it now.",
49,4.0,4.0,Miranda,I've made the conscious decision not to have sex until conditions improve.,
50,4.0,4.0,Carrie,How many people will be affected by this strike? ,
51,4.0,4.0,Miranda,"So far, just the one, but I'm optimistic.",
52,4.0,4.0,Miranda,"The thing is, I can't go on any more bad dates.",
53,4.0,4.0,Miranda,I would rather be home alone than out with some guy who sells socks on the Internet.,
54,4.0,4.0,Samantha,I'm dating someone.,
55,4.0,4.0,Samantha,Someone I actually like.,
56,4.0,4.0,Samantha,Maria.,
57,4.0,4.0,Charlotte,"My Maria, from the gallery? ",
58,4.0,4.0,Samantha,"She's my Maria now, we're having a relationship.",
59,4.0,4.0,Samantha,"Yes, ladies, I'm a lesbian.",
60,4.0,4.0,Carrie,Wait a second.,
61,4.0,4.0,Carrie,- You're in a relationship? ,
62,4.0,4.0,Samantha,- Yes.,
63,4.0,4.0,Samantha,And she just walked in.,
64,4.0,4.0,Samantha,Please get those looks off your faces.,
65,4.0,4.0,Maria,- Hello.,
66,4.0,4.0,Samantha,- You know Charlotte.,
67,4.0,4.0,Maria,Sure.,
68,4.0,4.0,Samantha,And this is Carrie and Miranda.,
69,4.0,4.0,Maria,- Hi! - It's so nice to meet you.,
70,4.0,4.0,Maria,I see you told them.,
71,4.0,4.0,Carrie,"How does that work? You go to bed, you wake up the next morning and you're a lesbian? ",
72,4.0,4.0,Miranda,"- I forgot to tell you, I'm a fire hydrant.",
73,4.0,4.0,Carrie,- I'm a shoe.,
74,4.0,4.0,Carrie,"I always wanted to be one, and now I am.",
75,4.0,4.0,Charlotte,"I don't think she's a lesbian, I think she just ran out of men.",
76,4.0,4.0,Miranda,"Then you go on strike, you don't eat pussy.",
77,4.0,4.0,Carrie,"Did you just say ""eat pussy""?",
78,4.0,4.0,Miranda,"I did, but just for emphasis.",
79,4.0,4.0,Carrie,"You know, the truly amazing thing is, I had the news tonight.",
80,4.0,4.0,Carrie,- I had the most intense ,
81,4.0,4.0,Miranda,"- ""Mind-blowing,"" I believe was the word.",
82,4.0,4.0,Carrie,orgasm of my life and Samantha still managed to up-sex me.,
83,4.0,4.0,Charlotte,They met at my gallery.,
84,4.0,4.0,Charlotte,I introduced them.,
85,4.0,4.0,Carrie,You're a pimp.,
86,4.0,4.0,Carrie,"Later that night, inspired by Samantha's willingness to explore new territory Charlotte felt it was time to conquer some old territory.",
87,4.0,4.0,Carrie,The bed where she and Trey had so much trouble as man and wife.,
88,4.0,4.0,Trey,Here we are.,
89,4.0,4.0,Charlotte,Yep.,
90,4.0,4.0,Trey,Should we have a glass of wine first?,
91,4.0,4.0,Charlotte,"- I'm fine, unless you",
92,4.0,4.0,Trey,"- No, I'm okay.",
93,4.0,4.0,Charlotte,If you don't feel ready ,
94,4.0,4.0,Carrie,Just because she was on strike didn't mean she had to do without.,
95,4.0,4.0,Carrie,That's how Miranda discovered the perfect relationship.,
96,4.0,4.0,Carrie,Jon Stewart and chocolate éclairs.,
97,4.0,4.0,Jon Stewart,"be here today and she is, from what I understand, in love with me.",
98,4.0,4.0,Carrie,That night Charlotte and Trey enjoyed a sweet ending to their evening as well.,
99,4.0,4.0,Trey,Not bad.,
100,4.0,4.0,Charlotte,It was almost mind-blowing.,
101,4.0,4.0,Carrie,Charlotte was relieved.,
102,4.0,4.0,Carrie,Now that they had fixed their problem in the bedroom she was ready to move back into the other rooms as well.,
103,4.0,4.0,Charlotte,So what are you thinking? ,
104,4.0,4.0,Trey,I'm thinking I've never seen my John Thomas so hard.,
105,4.0,4.0,Trey,"I swear, at times I felt like it was gonna rocket right off.",
106,4.0,4.0,Trey,What were you thinking?,
107,4.0,4.0,Charlotte,I don't know.,
108,4.0,4.0,Charlotte,Should I Do you - Are we ready to ,
109,4.0,4.0,Trey,"- Go again? Houston, we don't have a problem. Three, two, one, blastoff! ",
110,4.0,4.0,Carrie,- Who is it? ,
111,4.0,4.0,Ray,- It's Ray.,
112,4.0,4.0,Carrie,"Hi, come on up.",
113,4.0,4.0,Carrie,Shit.,
114,4.0,4.0,Samantha,"So, did you and the girls run down the street talking about me?",
115,4.0,4.0,Carrie,- Maybe.,
116,4.0,4.0,Samantha,- How many blocks? ,
117,4.0,4.0,Carrie,"Two, okay, nine.",
118,4.0,4.0,Samantha,"Honestly, I'm a little hurt.",
119,4.0,4.0,Samantha,After all the hours I've spent listening to you people talk about your relationships.,
120,4.0,4.0,Samantha,You do that? I make the courtesy call.,
121,4.0,4.0,Samantha,"""Do you think you love him? Blah, blah, blah.",
122,4.0,4.0,Carrie,""" You just caught us a little off guard with the lesbian thing.",
123,4.0,4.0,Samantha,"That's just a label, like Gucci or Versace.",
124,4.0,4.0,Carrie,Or Birkenstock.,
125,4.0,4.0,Samantha,This is not about being gay or straight.,
126,4.0,4.0,Samantha,Maria is an incredible woman.,
127,4.0,4.0,Samantha,"She's got passion, and talent - intelligence ",
128,4.0,4.0,Carrie,- A vagina.,
129,4.0,4.0,Samantha,- Vagina schmagina.,
130,4.0,4.0,Carrie,"- ""Schmagina""? Is that what the lesbians are calling it? ",
131,4.0,4.0,Samantha,"For your information, we haven't even had sex yet.",
132,4.0,4.0,Carrie,Wow.,
133,4.0,4.0,Carrie,You really are in a relationship.,
134,4.0,4.0,Samantha,I am.,
135,4.0,4.0,Samantha,Life is not all about sex.,
136,4.0,4.0,Carrie,Try telling that to her schmagina.,
137,4.0,4.0,Ray,"I want a bourbon, and I want to go down on you.",
138,4.0,4.0,Ray,Not necessarily in that order.,
139,4.0,4.0,Samantha,The truth is I really want it to be special the first time.,
140,4.0,4.0,Carrie,I'm sure that it will be special.,
141,4.0,4.0,Carrie,"I'm sure it will be special, because ",
142,4.0,4.0,Samantha,Is Ray there? ,
143,4.0,4.0,Carrie,"No, Samantha, I'm listening.",
144,4.0,4.0,Carrie,I'm listening.,
145,4.0,4.0,Carrie,"The next day, I thought about what Samantha said.",
146,4.0,4.0,Carrie,She wasn't having sex because she wanted to have a relationship and I was having mind-blowing sex hoping to turn it into a relationship.,
147,4.0,4.0,Carrie,So there you have it.,
148,4.0,4.0,Carrie,We've got a relationship without sex and sex without a relationship.,
149,4.0,4.0,Carrie,"Which had a better shot at survival? I couldn't help but wonder, what comes first, the chicken or the sex? That night I decided to really talk to Ray.",
150,4.0,4.0,Carrie,I figured we needed to catch the relationship up to the sex.,
151,4.0,4.0,Carrie,That was the plan.,
152,4.0,4.0,Carrie,Wait a minute.,
153,4.0,4.0,Carrie,I asked you a question.,
154,4.0,4.0,Carrie,Where did you go to school? ,
155,4.0,4.0,Ray,All over. ,
156,4.0,4.0,Ray,"Freckles on the legs, nothing wrong with that.",
157,4.0,4.0,Carrie,It was my best relationship ever.,
158,4.0,4.0,Carrie,"Meanwhile, over at Casa de Lesbo ",
159,4.0,4.0,Samantha,"That coq au vin was amazing. You can paint, you can cook, you can do everything.",
160,4.0,4.0,Maria,But you brought the most incredible dessert.,
161,4.0,4.0,Maria,Want a bite? ,
162,4.0,4.0,Carrie,Samantha decided if she was going to be gay she'd be gay all the way.,
163,4.0,4.0,Samantha,I might not be much in the kitchen but I'm more than enough in the bedroom.,
